------------------------
corr 0.0395356998322
base 0.0376318753491

corr 0.0542320429509
base 0.0523849300122

corr 0.0575887504698
base 0.0562281396463

corr 0.0504503842421
base 0.0504276908167

corr 0.0698129789891
base 0.0673010770105

corr 0.0474796910574
base 0.0461812454089

corr 0.0285893923944
base 0.0302049720471

corr 0.049006314823
base 0.0484394324999

corr 0.042500737035
base 0.0369138216738

corr 0.0552817133425
base 0.0556048397692


------------------------

corr 0.0395356998322
base 0.0376318753491

corr 0.0542320429509
base 0.0523849300122

corr 0.0575887504698
base 0.0562281396463

corr 0.0504503842421
base 0.0504276908167

corr 0.0698129789891
base 0.0673010770105

corr 0.0474796910574
base 0.0461812454089

corr 0.0285893923944
base 0.0302049720471

corr 0.049006314823
base 0.0484394324999

corr 0.0423023243366
base 0.0369138216738

corr 0.0552817133425
base 0.0556048397692

------------------------

corr 0.0514750963751
base 0.0505271380395

corr 0.0469331452149
base 0.0466110626785

corr 0.0411733582948
base 0.0374508321007

corr 0.0634106817721
base 0.0636029990773

corr 0.0721961609639
base 0.0722268599835

corr 0.0458220759747
base 0.0448600147311

corr 0.0311329496499
base 0.030652638106

corr 0.0503700506115
base 0.0500235946316

corr 0.0773525400988
base 0.0738777534241

corr 0.0750030008482
base 0.0765154108131

------------------------

------------------------

corr 0.214662730767
base 0.214900498411

corr 0.195743996631
base 0.195212246458

corr 0.201054569811
base 0.203113600566
